日期,方向,标的
2020-06-24,做多,110067.SH
2020-06-24,做多,113575.SH
2020-06-24,做多,128105.SZ
2020-06-24,做多,113532.SH
2020-06-24,做空,128052.SZ
2020-06-24,做空,127004.SZ
2020-06-24,做空,110044.SH
2020-06-24,做空,128041.SZ
2020-06-24,做空,127016.SZ
2020-06-24,做空,128053.SZ
2020-06-24,做空,113021.SH
2020-06-24,做空,128036.SZ
2020-06-24,做空,110053.SH
2020-06-24,做空,110059.SH
2020-06-24,做空,113034.SH
2020-06-24,做空,113013.SH
2020-06-24,做空,123015.SZ
2020-06-24,做空,113011.SH
2020-06-24,做空,123036.SZ
2020-06-24,做空,127005.SZ
2020-06-24,做空,127012.SZ
2020-06-24,做空,127006.SZ
2020-06-24,做空,128029.SZ
2020-06-24,做空,110069.SH
2020-06-24,做空,113562.SH
2020-06-24,做空,110048.SH
2020-06-24,做空,128078.SZ
2020-06-24,做空,113521.SH
2020-06-24,做空,123022.SZ
2020-06-24,做空,123046.SZ
2020-06-24,做空,110051.SH
2020-06-24,做空,113526.SH
2020-06-24,做空,110042.SH
2020-06-24,做空,113516.SH
2020-06-24,做空,110033.SH
2020-06-24,做空,113544.SH
2020-06-24,做空,123029.SZ
2020-06-24,做空,110062.SH
2020-06-24,做空,128030.SZ
2020-07-31,做多,123028.SZ
2020-07-31,做多,123033.SZ
2020-07-31,做多,128087.SZ
2020-07-31,做多,113568.SH
2020-07-31,做多,128044.SZ
2020-07-31,做多,128033.SZ
2020-07-31,做多,128050.SZ
2020-07-31,做多,128013.SZ
2020-07-31,做多,123011.SZ
2020-07-31,做多,128042.SZ
2020-07-31,做多,113505.SH
2020-07-31,做多,113557.SH
2020-07-31,做多,128063.SZ
2020-07-31,做多,123023.SZ
2020-07-31,做多,113527.SH
2020-07-31,做多,110058.SH
2020-07-31,做多,128032.SZ
2020-07-31,做多,123004.SZ
2020-07-31,做多,128069.SZ
2020-07-31,做多,128072.SZ
2020-07-31,做多,128073.SZ
2020-07-31,做多,113535.SH
2020-07-31,做多,113530.SH
2020-07-31,做多,113017.SH
2020-07-31,做多,113576.SH
2020-07-31,做多,128085.SZ
2020-07-31,做多,113569.SH
2020-07-31,做多,110045.SH
2020-07-31,做多,113016.SH
2020-07-31,做多,128037.SZ
2020-07-31,做多,128023.SZ
2020-07-31,做多,110067.SH
2020-07-31,做多,123044.SZ
2020-07-31,做多,128105.SZ
2020-07-31,做多,113575.SH
2020-07-31,做多,113532.SH
2020-07-31,做空,127016.SZ
2020-07-31,做空,113034.SH
2020-07-31,做空,127004.SZ
2020-07-31,做空,110044.SH
2020-07-31,做空,128052.SZ
2020-07-31,做空,128041.SZ
2020-07-31,做空,123036.SZ
2020-07-31,做空,110069.SH
2020-07-31,做空,123017.SZ
2020-07-31,做空,113584.SH
2020-07-31,做空,113562.SH
2020-07-31,做空,113013.SH
2020-07-31,做空,113021.SH
2020-07-31,做空,113582.SH
2020-07-31,做空,128095.SZ
2020-07-31,做空,110059.SH
2020-07-31,做空,123035.SZ
2020-07-31,做空,110053.SH
2020-07-31,做空,113011.SH
2020-07-31,做空,113544.SH
2020-07-31,做空,128017.SZ
2020-07-31,做空,127012.SZ
2020-07-31,做空,128099.SZ
2020-07-31,做空,128067.SZ
2020-07-31,做空,128109.SZ
2020-07-31,做空,113564.SH
2020-07-31,做空,113563.SH
2020-07-31,做空,127006.SZ
2020-07-31,做空,128036.SZ
2020-07-31,做空,127005.SZ
2020-07-31,做空,113578.SH
2020-07-31,做空,128098.SZ
2020-07-31,做空,128053.SZ
2020-07-31,做空,128104.SZ
2020-07-31,做空,113019.SH
2020-07-31,做空,123049.SZ
2020-08-28,做多,123028.SZ
2020-08-28,做多,123023.SZ
2020-08-28,做多,128044.SZ
2020-08-28,做多,128051.SZ
2020-08-28,做多,128050.SZ
2020-08-28,做多,128013.SZ
2020-08-28,做多,113024.SH
2020-08-28,做多,123004.SZ
2020-08-28,做多,123046.SZ
2020-08-28,做多,128087.SZ
2020-08-28,做多,123011.SZ
2020-08-28,做多,128097.SZ
2020-08-28,做多,113557.SH
2020-08-28,做多,128108.SZ
2020-08-28,做多,113528.SH
2020-08-28,做多,128033.SZ
2020-08-28,做多,113505.SH
2020-08-28,做多,113535.SH
2020-08-28,做多,128063.SZ
2020-08-28,做多,128117.SZ
2020-08-28,做多,113530.SH
2020-08-28,做多,128069.SZ
2020-08-28,做多,110045.SH
2020-08-28,做多,113527.SH
2020-08-28,做多,110067.SH
2020-08-28,做多,113589.SH
2020-08-28,做多,113569.SH
2020-08-28,做多,113016.SH
2020-08-28,做多,128116.SZ
2020-08-28,做多,113576.SH
2020-08-28,做多,113017.SH
2020-08-28,做多,128085.SZ
2020-08-28,做多,128037.SZ
2020-08-28,做多,128023.SZ
2020-08-28,做多,113591.SH
2020-08-28,做多,113575.SH
2020-08-28,做多,128105.SZ
2020-08-28,做多,113532.SH
2020-08-28,做多,123044.SZ
2020-08-28,做空,110044.SH
2020-08-28,做空,128041.SZ
2020-08-28,做空,127004.SZ
2020-08-28,做空,123015.SZ
2020-08-28,做空,128052.SZ
2020-08-28,做空,127016.SZ
2020-08-28,做空,113034.SH
2020-08-28,做空,123018.SZ
2020-08-28,做空,128053.SZ
2020-08-28,做空,113526.SH
2020-08-28,做空,128036.SZ
2020-08-28,做空,127017.SZ
2020-08-28,做空,128043.SZ
2020-08-28,做空,128114.SZ
2020-08-28,做空,113562.SH
2020-08-28,做空,113021.SH
2020-08-28,做空,113013.SH
2020-08-28,做空,110059.SH
2020-08-28,做空,110069.SH
2020-08-28,做空,113011.SH
2020-08-28,做空,110053.SH
2020-08-28,做空,123036.SZ
2020-08-28,做空,113564.SH
2020-08-28,做空,113584.SH
2020-08-28,做空,127012.SZ
2020-08-28,做空,128095.SZ
2020-08-28,做空,128030.SZ
2020-08-28,做空,123053.SZ
2020-08-28,做空,127005.SZ
2020-08-28,做空,128010.SZ
2020-08-28,做空,128106.SZ
2020-08-28,做空,123055.SZ
2020-08-28,做空,110048.SH
2020-08-28,做空,127006.SZ
2020-08-28,做空,113563.SH
2020-08-28,做空,113588.SH
2020-08-28,做空,128046.SZ
2020-08-28,做空,123017.SZ
2020-08-28,做空,110055.SH
2020-09-30,做多,123011.SZ
2020-09-30,做多,110063.SH
2020-09-30,做多,110071.SH
2020-09-30,做多,128026.SZ
2020-09-30,做多,123028.SZ
2020-09-30,做多,128042.SZ
2020-09-30,做多,113505.SH
2020-09-30,做多,123033.SZ
2020-09-30,做多,128050.SZ
2020-09-30,做多,128124.SZ
2020-09-30,做多,128101.SZ
2020-09-30,做多,123054.SZ
2020-09-30,做多,128051.SZ
2020-09-30,做多,110058.SH
2020-09-30,做多,128013.SZ
2020-09-30,做多,123057.SZ
2020-09-30,做多,128022.SZ
2020-09-30,做多,123023.SZ
2020-09-30,做多,127013.SZ
2020-09-30,做多,113535.SH
2020-09-30,做多,113580.SH
2020-09-30,做多,123004.SZ
2020-09-30,做多,113589.SH
2020-09-30,做多,110045.SH
2020-09-30,做多,128069.SZ
2020-09-30,做多,113569.SH
2020-09-30,做多,128085.SZ
2020-09-30,做多,113017.SH
2020-09-30,做多,128116.SZ
2020-09-30,做多,113591.SH
2020-09-30,做多,128117.SZ
2020-09-30,做多,128023.SZ
2020-09-30,做多,123048.SZ
2020-09-30,做多,110067.SH
2020-09-30,做多,113527.SH
2020-09-30,做多,123044.SZ
2020-09-30,做多,128105.SZ
2020-09-30,做多,113575.SH
2020-09-30,做多,127019.SZ
2020-09-30,做空,110044.SH
2020-09-30,做空,128041.SZ
2020-09-30,做空,128052.SZ
2020-09-30,做空,127004.SZ
2020-09-30,做空,123015.SZ
2020-09-30,做空,127016.SZ
2020-09-30,做空,123018.SZ
2020-09-30,做空,113034.SH
2020-09-30,做空,123058.SZ
2020-09-30,做空,128036.SZ
2020-09-30,做空,113013.SH
2020-09-30,做空,110059.SH
2020-09-30,做空,110053.SH
2020-09-30,做空,113021.SH
2020-09-30,做空,127017.SZ
2020-09-30,做空,113521.SH
2020-09-30,做空,113526.SH
2020-09-30,做空,127005.SZ
2020-09-30,做空,127012.SZ
2020-09-30,做空,113011.SH
2020-09-30,做空,123036.SZ
2020-09-30,做空,110048.SH
2020-09-30,做空,128053.SZ
2020-09-30,做空,123060.SZ
2020-09-30,做空,113563.SH
2020-09-30,做空,113562.SH
2020-09-30,做空,128110.SZ
2020-09-30,做空,113598.SH
2020-09-30,做空,110069.SH
2020-09-30,做空,128104.SZ
2020-09-30,做空,110034.SH
2020-09-30,做空,128030.SZ
2020-09-30,做空,113590.SH
2020-09-30,做空,110073.SH
2020-09-30,做空,113584.SH
2020-09-30,做空,127006.SZ
2020-09-30,做空,128100.SZ
2020-09-30,做空,128017.SZ
2020-09-30,做空,128114.SZ
2020-10-30,做多,127021.SZ
2020-10-30,做多,128026.SZ
2020-10-30,做多,128101.SZ
2020-10-30,做多,128033.SZ
2020-10-30,做多,113597.SH
2020-10-30,做多,128099.SZ
2020-10-30,做多,128098.SZ
2020-10-30,做多,113039.SH
2020-10-30,做多,128042.SZ
2020-10-30,做多,128013.SZ
2020-10-30,做多,113524.SH
2020-10-30,做多,128117.SZ
2020-10-30,做多,127013.SZ
2020-10-30,做多,128069.SZ
2020-10-30,做多,128044.SZ
2020-10-30,做多,113505.SH
2020-10-30,做多,123023.SZ
2020-10-30,做多,113535.SH
2020-10-30,做多,128122.SZ
2020-10-30,做多,113600.SH
2020-10-30,做多,110063.SH
2020-10-30,做多,113601.SH
2020-10-30,做多,128063.SZ
2020-10-30,做多,123004.SZ
2020-10-30,做多,128072.SZ
2020-10-30,做多,113530.SH
2020-10-30,做多,128124.SZ
2020-10-30,做多,113591.SH
2020-10-30,做多,113589.SH
2020-10-30,做多,110045.SH
2020-10-30,做多,113569.SH
2020-10-30,做多,128085.SZ
2020-10-30,做多,110072.SH
2020-10-30,做多,113016.SH
2020-10-30,做多,128116.SZ
2020-10-30,做多,113017.SH
2020-10-30,做多,110067.SH
2020-10-30,做多,128128.SZ
2020-10-30,做多,128037.SZ
2020-10-30,做多,113575.SH
2020-10-30,做多,128105.SZ
2020-10-30,做多,128023.SZ
2020-10-30,做多,113527.SH
2020-10-30,做多,127019.SZ
2020-10-30,做多,113532.SH
2020-10-30,做空,123015.SZ
2020-10-30,做空,110044.SH
2020-10-30,做空,128041.SZ
2020-10-30,做空,127004.SZ
2020-10-30,做空,128052.SZ
2020-10-30,做空,123018.SZ
2020-10-30,做空,123065.SZ
2020-10-30,做空,128053.SZ
2020-10-30,做空,128036.SZ
2020-10-30,做空,123044.SZ
2020-10-30,做空,127016.SZ
2020-10-30,做空,123061.SZ
2020-10-30,做空,128073.SZ
2020-10-30,做空,128030.SZ
2020-10-30,做空,123058.SZ
2020-10-30,做空,113034.SH
2020-10-30,做空,113521.SH
2020-10-30,做空,113526.SH
2020-10-30,做空,110059.SH
2020-10-30,做空,128039.SZ
2020-10-30,做空,110053.SH
2020-10-30,做空,113021.SH
2020-10-30,做空,113013.SH
2020-10-30,做空,113011.SH
2020-10-30,做空,123057.SZ
2020-10-30,做空,127005.SZ
2020-10-30,做空,110069.SH
2020-10-30,做空,128097.SZ
2020-10-30,做空,110073.SH
2020-10-30,做空,127017.SZ
2020-10-30,做空,123060.SZ
2020-10-30,做空,113590.SH
2020-10-30,做空,128017.SZ
2020-10-30,做空,113598.SH
2020-10-30,做空,127012.SZ
2020-10-30,做空,128126.SZ
2020-10-30,做空,123048.SZ
2020-10-30,做空,128110.SZ
2020-10-30,做空,113563.SH
2020-10-30,做空,110048.SH
2020-10-30,做空,128048.SZ
2020-10-30,做空,110043.SH
2020-10-30,做空,123046.SZ
2020-10-30,做空,113029.SH
2020-10-30,做空,110066.SH
2020-11-27,做多,113505.SH
2020-11-27,做多,113519.SH
2020-11-27,做多,113600.SH
2020-11-27,做多,123023.SZ
2020-11-27,做多,128042.SZ
2020-11-27,做多,128063.SZ
2020-11-27,做多,113016.SH
2020-11-27,做多,113601.SH
2020-11-27,做多,113039.SH
2020-11-27,做多,127013.SZ
2020-11-27,做多,110052.SH
2020-11-27,做多,128044.SZ
2020-11-27,做多,123064.SZ
2020-11-27,做多,113535.SH
2020-11-27,做多,128122.SZ
2020-11-27,做多,128072.SZ
2020-11-27,做多,113584.SH
2020-11-27,做多,123067.SZ
2020-11-27,做多,113530.SH
2020-11-27,做多,128133.SZ
2020-11-27,做多,128128.SZ
2020-11-27,做多,128116.SZ
2020-11-27,做多,128085.SZ
2020-11-27,做多,128124.SZ
2020-11-27,做多,128069.SZ
2020-11-27,做多,123004.SZ
2020-11-27,做多,128105.SZ
2020-11-27,做多,110045.SH
2020-11-27,做多,110072.SH
2020-11-27,做多,113589.SH
2020-11-27,做多,113591.SH
2020-11-27,做多,110058.SH
2020-11-27,做多,113575.SH
2020-11-27,做多,113569.SH
2020-11-27,做多,128037.SZ
2020-11-27,做多,127018.SZ
2020-11-27,做多,128023.SZ
2020-11-27,做多,110067.SH
2020-11-27,做多,113017.SH
2020-11-27,做多,113527.SH
2020-11-27,做多,128117.SZ
2020-11-27,做多,128132.SZ
2020-11-27,做多,127019.SZ
2020-11-27,做多,113532.SH
2020-11-27,做空,110044.SH
2020-11-27,做空,123015.SZ
2020-11-27,做空,128041.SZ
2020-11-27,做空,127004.SZ
2020-11-27,做空,123018.SZ
2020-11-27,做空,128090.SZ
2020-11-27,做空,128052.SZ
2020-11-27,做空,127016.SZ
2020-11-27,做空,113034.SH
2020-11-27,做空,128036.SZ
2020-11-27,做空,110053.SH
2020-11-27,做空,113013.SH
2020-11-27,做空,123065.SZ
2020-11-27,做空,110059.SH
2020-11-27,做空,113021.SH
2020-11-27,做空,113537.SH
2020-11-27,做空,123058.SZ
2020-11-27,做空,127012.SZ
2020-11-27,做空,110073.SH
2020-11-27,做空,128126.SZ
2020-11-27,做空,113032.SH
2020-11-27,做空,128017.SZ
2020-11-27,做空,128046.SZ
2020-11-27,做空,128053.SZ
2020-11-27,做空,127017.SZ
2020-11-27,做空,113548.SH
2020-11-27,做空,113550.SH
2020-11-27,做空,113526.SH
2020-11-27,做空,127005.SZ
2020-11-27,做空,113598.SH
2020-11-27,做空,128030.SZ
2020-11-27,做空,110048.SH
2020-11-27,做空,113520.SH
2020-11-27,做空,113563.SH
2020-11-27,做空,128048.SZ
2020-11-27,做空,113029.SH
2020-11-27,做空,113011.SH
2020-11-27,做空,110069.SH
2020-11-27,做空,128071.SZ
2020-11-27,做空,113009.SH
2020-11-27,做空,128029.SZ
2020-11-27,做空,127006.SZ
2020-11-27,做空,128097.SZ
2020-11-27,做空,123060.SZ
2020-12-31,做多,110045.SH
2020-12-31,做多,128131.SZ
2020-12-31,做多,113601.SH
2020-12-31,做多,113016.SH
2020-12-31,做多,123023.SZ
2020-12-31,做多,128118.SZ
2020-12-31,做多,128087.SZ
2020-12-31,做多,113591.SH
2020-12-31,做多,127013.SZ
2020-12-31,做多,128042.SZ
2020-12-31,做多,113530.SH
2020-12-31,做多,113575.SH
2020-12-31,做多,113584.SH
2020-12-31,做多,123010.SZ
2020-12-31,做多,113535.SH
2020-12-31,做多,123028.SZ
2020-12-31,做多,123004.SZ
2020-12-31,做多,113524.SH
2020-12-31,做多,113557.SH
2020-12-31,做多,128023.SZ
2020-12-31,做多,113519.SH
2020-12-31,做多,128037.SZ
2020-12-31,做多,123067.SZ
2020-12-31,做多,113017.SH
2020-12-31,做多,128122.SZ
2020-12-31,做多,113600.SH
2020-12-31,做多,128069.SZ
2020-12-31,做多,128105.SZ
2020-12-31,做多,128072.SZ
2020-12-31,做多,128128.SZ
2020-12-31,做多,128044.SZ
2020-12-31,做多,128117.SZ
2020-12-31,做多,127018.SZ
2020-12-31,做多,128116.SZ
2020-12-31,做多,127022.SZ
2020-12-31,做多,128074.SZ
2020-12-31,做多,113527.SH
2020-12-31,做多,128022.SZ
2020-12-31,做多,113569.SH
2020-12-31,做多,128132.SZ
2020-12-31,做多,113589.SH
2020-12-31,做多,128124.SZ
2020-12-31,做多,110067.SH
2020-12-31,做多,110072.SH
2020-12-31,做多,127019.SZ
2020-12-31,做多,128085.SZ
2020-12-31,做多,113532.SH
2020-12-31,做空,128041.SZ
2020-12-31,做空,123015.SZ
2020-12-31,做空,110044.SH
2020-12-31,做空,123018.SZ
2020-12-31,做空,128052.SZ
2020-12-31,做空,127004.SZ
2020-12-31,做空,113580.SH
2020-12-31,做空,123029.SZ
2020-12-31,做空,113041.SH
2020-12-31,做空,110075.SH
2020-12-31,做空,128065.SZ
2020-12-31,做空,113034.SH
2020-12-31,做空,128053.SZ
2020-12-31,做空,127016.SZ
2020-12-31,做空,113040.SH
2020-12-31,做空,113013.SH
2020-12-31,做空,123058.SZ
2020-12-31,做空,128036.SZ
2020-12-31,做空,113011.SH
2020-12-31,做空,110059.SH
2020-12-31,做空,113021.SH
2020-12-31,做空,113504.SH
2020-12-31,做空,110053.SH
2020-12-31,做空,123046.SZ
2020-12-31,做空,128017.SZ
2020-12-31,做空,128078.SZ
2020-12-31,做空,110069.SH
2020-12-31,做空,127012.SZ
2020-12-31,做空,128030.SZ
2020-12-31,做空,123065.SZ
2020-12-31,做空,127005.SZ
2020-12-31,做空,123070.SZ
2020-12-31,做空,113548.SH
2020-12-31,做空,113029.SH
2020-12-31,做空,110073.SH
2020-12-31,做空,128046.SZ
2020-12-31,做空,113009.SH
2020-12-31,做空,128048.SZ
2020-12-31,做空,128029.SZ
2020-12-31,做空,110034.SH
2020-12-31,做空,123060.SZ
2020-12-31,做空,113582.SH
2020-12-31,做空,123061.SZ
2020-12-31,做空,113526.SH
2020-12-31,做空,128097.SZ
2020-12-31,做空,110055.SH
2020-12-31,做空,113550.SH
2021-01-29,做多,128140.SZ
2021-01-29,做多,127018.SZ
2021-01-29,做多,113591.SH
2021-01-29,做多,113601.SH
2021-01-29,做多,128073.SZ
2021-01-29,做多,128066.SZ
2021-01-29,做多,128122.SZ
2021-01-29,做多,113519.SH
2021-01-29,做多,128139.SZ
2021-01-29,做多,113595.SH
2021-01-29,做多,123044.SZ
2021-01-29,做多,113530.SH
2021-01-29,做多,128117.SZ
2021-01-29,做多,113557.SH
2021-01-29,做多,128037.SZ
2021-01-29,做多,123077.SZ
2021-01-29,做多,123023.SZ
2021-01-29,做多,128074.SZ
2021-01-29,做多,113597.SH
2021-01-29,做多,113527.SH
2021-01-29,做多,123054.SZ
2021-01-29,做多,127022.SZ
2021-01-29,做多,128063.SZ
2021-01-29,做多,127021.SZ
2021-01-29,做多,128044.SZ
2021-01-29,做多,113604.SH
2021-01-29,做多,113017.SH
2021-01-29,做多,123057.SZ
2021-01-29,做多,128087.SZ
2021-01-29,做多,128118.SZ
2021-01-29,做多,110058.SH
2021-01-29,做多,113576.SH
2021-01-29,做多,128072.SZ
2021-01-29,做多,128116.SZ
2021-01-29,做多,128022.SZ
2021-01-29,做多,128132.SZ
2021-01-29,做多,128069.SZ
2021-01-29,做多,113610.SH
2021-01-29,做多,110067.SH
2021-01-29,做多,113600.SH
2021-01-29,做多,123085.SZ
2021-01-29,做多,113569.SH
2021-01-29,做多,123076.SZ
2021-01-29,做多,113589.SH
2021-01-29,做多,123028.SZ
2021-01-29,做多,128124.SZ
2021-01-29,做多,113532.SH
2021-01-29,做多,127019.SZ
2021-01-29,做多,110072.SH
2021-01-29,做空,128041.SZ
2021-01-29,做空,123015.SZ
2021-01-29,做空,110044.SH
2021-01-29,做空,113580.SH
2021-01-29,做空,128030.SZ
2021-01-29,做空,128052.SZ
2021-01-29,做空,127004.SZ
2021-01-29,做空,123018.SZ
2021-01-29,做空,123029.SZ
2021-01-29,做空,113041.SH
2021-01-29,做空,110075.SH
2021-01-29,做空,113034.SH
2021-01-29,做空,113040.SH
2021-01-29,做空,113013.SH
2021-01-29,做空,110069.SH
2021-01-29,做空,113582.SH
2021-01-29,做空,113021.SH
2021-01-29,做空,110059.SH
2021-01-29,做空,113011.SH
2021-01-29,做空,128097.SZ
2021-01-29,做空,128135.SZ
2021-01-29,做空,123046.SZ
2021-01-29,做空,110053.SH
2021-01-29,做空,127012.SZ
2021-01-29,做空,127005.SZ
2021-01-29,做空,128111.SZ
2021-01-29,做空,113605.SH
2021-01-29,做空,110055.SH
2021-01-29,做空,128036.SZ
2021-01-29,做空,123058.SZ
2021-01-29,做空,113025.SH
2021-01-29,做空,128017.SZ
2021-01-29,做空,110073.SH
2021-01-29,做空,127016.SZ
2021-01-29,做空,113603.SH
2021-01-29,做空,128046.SZ
2021-01-29,做空,128095.SZ
2021-01-29,做空,128029.SZ
2021-01-29,做空,128065.SZ
2021-01-29,做空,128126.SZ
2021-01-29,做空,127024.SZ
2021-01-29,做空,128110.SZ
2021-01-29,做空,113516.SH
2021-01-29,做空,127025.SZ
2021-01-29,做空,128119.SZ
2021-01-29,做空,113504.SH
2021-01-29,做空,128137.SZ
2021-01-29,做空,128136.SZ
2021-01-29,做空,128134.SZ
2021-02-26,做多,123011.SZ
2021-02-26,做多,123010.SZ
2021-02-26,做多,113584.SH
2021-02-26,做多,113519.SH
2021-02-26,做多,128063.SZ
2021-02-26,做多,123023.SZ
2021-02-26,做多,113530.SH
2021-02-26,做多,123004.SZ
2021-02-26,做多,128066.SZ
2021-02-26,做多,128072.SZ
2021-02-26,做多,123054.SZ
2021-02-26,做多,128139.SZ
2021-02-26,做多,128073.SZ
2021-02-26,做多,127013.SZ
2021-02-26,做多,113601.SH
2021-02-26,做多,113591.SH
2021-02-26,做多,123068.SZ
2021-02-26,做多,128131.SZ
2021-02-26,做多,128037.SZ
2021-02-26,做多,128022.SZ
2021-02-26,做多,128118.SZ
2021-02-26,做多,113595.SH
2021-02-26,做多,123077.SZ
2021-02-26,做多,128074.SZ
2021-02-26,做多,128116.SZ
2021-02-26,做多,123057.SZ
2021-02-26,做多,113017.SH
2021-02-26,做多,128069.SZ
2021-02-26,做多,128087.SZ
2021-02-26,做多,113576.SH
2021-02-26,做多,110058.SH
2021-02-26,做多,128117.SZ
2021-02-26,做多,113527.SH
2021-02-26,做多,113604.SH
2021-02-26,做多,113610.SH
2021-02-26,做多,123028.SZ
2021-02-26,做多,113600.SH
2021-02-26,做多,128044.SZ
2021-02-26,做多,123085.SZ
2021-02-26,做多,128132.SZ
2021-02-26,做多,123089.SZ
2021-02-26,做多,123076.SZ
2021-02-26,做多,113569.SH
2021-02-26,做多,128124.SZ
2021-02-26,做多,113589.SH
2021-02-26,做多,110067.SH
2021-02-26,做多,127022.SZ
2021-02-26,做多,110072.SH
2021-02-26,做多,113532.SH
2021-02-26,做多,127019.SZ
2021-02-26,做空,128041.SZ
2021-02-26,做空,123015.SZ
2021-02-26,做空,110044.SH
2021-02-26,做空,113580.SH
2021-02-26,做空,128030.SZ
2021-02-26,做空,127004.SZ
2021-02-26,做空,123018.SZ
2021-02-26,做空,123029.SZ
2021-02-26,做空,128052.SZ
2021-02-26,做空,113616.SH
2021-02-26,做空,123091.SZ
2021-02-26,做空,110075.SH
2021-02-26,做空,113582.SH
2021-02-26,做空,128017.SZ
2021-02-26,做空,128029.SZ
2021-02-26,做空,113545.SH
2021-02-26,做空,128046.SZ
2021-02-26,做空,113040.SH
2021-02-26,做空,110069.SH
2021-02-26,做空,113021.SH
2021-02-26,做空,113011.SH
2021-02-26,做空,110055.SH
2021-02-26,做空,113041.SH
2021-02-26,做空,123046.SZ
2021-02-26,做空,110059.SH
2021-02-26,做空,123058.SZ
2021-02-26,做空,113044.SH
2021-02-26,做空,110053.SH
2021-02-26,做空,113013.SH
2021-02-26,做空,128097.SZ
2021-02-26,做空,127025.SZ
2021-02-26,做空,128095.SZ
2021-02-26,做空,128126.SZ
2021-02-26,做空,128036.SZ
2021-02-26,做空,127012.SZ
2021-02-26,做空,113025.SH
2021-02-26,做空,113575.SH
2021-02-26,做空,110077.SH
2021-02-26,做空,127024.SZ
2021-02-26,做空,128111.SZ
2021-02-26,做空,113615.SH
2021-02-26,做空,113548.SH
2021-02-26,做空,128048.SZ
2021-02-26,做空,128142.SZ
2021-02-26,做空,110043.SH
2021-02-26,做空,127016.SZ
2021-02-26,做空,127006.SZ
2021-02-26,做空,113012.SH
2021-02-26,做空,110066.SH
2021-02-26,做空,113029.SH
2021-03-26,做多,113505.SH
2021-03-26,做多,127027.SZ
2021-03-26,做多,128122.SZ
2021-03-26,做多,123086.SZ
2021-03-26,做多,123068.SZ
2021-03-26,做多,113039.SH
2021-03-26,做多,128066.SZ
2021-03-26,做多,113535.SH
2021-03-26,做多,110058.SH
2021-03-26,做多,123054.SZ
2021-03-26,做多,127018.SZ
2021-03-26,做多,128023.SZ
2021-03-26,做多,128118.SZ
2021-03-26,做多,123089.SZ
2021-03-26,做多,127013.SZ
2021-03-26,做多,123023.SZ
2021-03-26,做多,128133.SZ
2021-03-26,做多,113519.SH
2021-03-26,做多,113591.SH
2021-03-26,做多,128022.SZ
2021-03-26,做多,128105.SZ
2021-03-26,做多,128138.SZ
2021-03-26,做多,113584.SH
2021-03-26,做多,128037.SZ
2021-03-26,做多,113601.SH
