ts_code,bond_short_name,publish_date,change_date,convert_price_initial,convertprice_bef,convertprice_aft
123176.SZ,精测转2,20240517,20240524,64.83,64.54,64.34
123176.SZ,精测转2,20240626,20240627,64.83,64.34,64.66
123176.SZ,精测转2,20240710,20240711,64.83,64.66,64.71
123176.SZ,精测转2,20260525,20260529,64.83,64.71,64.51
123177.SZ,测绘转债,20230228,20230302,13.48,,
123177.SZ,测绘转债,20230704,20230711,13.48,13.48,13.28
123177.SZ,测绘转债,20240614,20240621,13.48,13.28,13.18
123177.SZ,测绘转债,20250611,20250617,13.48,13.18,13.15
123178.SZ,花园转债,20230302,20230306,15.19,,
123178.SZ,花园转债,20230518,20230524,15.19,15.19,15.05
123178.SZ,花园转债,20240318,20240319,15.19,15.05,15.12
123178.SZ,花园转债,20240508,20240515,15.19,15.12,15.05
123178.SZ,花园转债,20240516,20240517,15.19,15.05,13.56
123178.SZ,花园转债,20250424,20250430,15.19,13.56,13.45
123178.SZ,花园转债,20260520,20260527,15.19,13.45,13.34
123179.SZ,立高转债,20230303,20230307,97.02,,
123179.SZ,立高转债,20230525,20230602,97.02,97.02,96.52
123179.SZ,立高转债,20240620,20240628,97.02,96.52,96.02
123179.SZ,立高转债,20241122,20241202,97.02,96.02,95.82
123179.SZ,立高转债,20250618,20250626,97.02,95.82,95.33
123179.SZ,立高转债,20251124,20251202,97.02,95.33,95.13
123179.SZ,立高转债,20260618,20260626,97.02,95.13,94.64
123180.SZ,浙矿转债,20230307,20230309,48.79,,
123180.SZ,浙矿转债,20230616,20230628,48.79,48.79,48.49
123180.SZ,浙矿转债,20240529,20240606,48.79,48.49,48.19
123180.SZ,浙矿转债,20250520,20250528,48.79,48.19,47.89
123180.SZ,浙矿转债,20260526,20260603,48.79,47.89,47.59
123181.SZ,亚康转债,20230317,20230321,38.25,,
123181.SZ,亚康转债,20230519,20230525,38.25,38.25,38.13
123182.SZ,广联转债,20230320,20230322,32.32,,
123182.SZ,广联转债,20230519,20230523,32.32,32.32,32.3
123182.SZ,广联转债,20230524,20230531,32.32,32.3,32.1
123182.SZ,广联转债,20240612,20240614,32.32,32.1,32.08
123182.SZ,广联转债,20240617,20240625,32.32,32.08,22.86
123182.SZ,广联转债,20250523,20250527,32.32,22.86,22.84
123183.SZ,海顺转债,20230321,20230323,18.2,,
123183.SZ,海顺转债,20230510,20230516,18.2,18.2,18.15
123183.SZ,海顺转债,20240521,20240528,18.2,18.15,18.0
123183.SZ,海顺转债,20241112,20241119,18.2,18.0,17.74
123183.SZ,海顺转债,20250613,20250623,18.2,17.74,17.48
123183.SZ,海顺转债,20251205,20251212,18.2,17.48,17.29
123183.SZ,海顺转债,20260422,20260428,18.2,17.29,11.63
123184.SZ,天阳转债,20230321,20230323,14.92,,
123184.SZ,天阳转债,20240226,20240227,14.92,14.92,11.88
123184.SZ,天阳转债,20240515,20240522,14.92,11.88,11.83
123184.SZ,天阳转债,20240725,20240726,14.92,11.83,11.8
123184.SZ,天阳转债,20250314,20250318,14.92,11.8,11.79
123184.SZ,天阳转债,20250430,20250506,14.92,11.79,11.76
123184.SZ,天阳转债,20250520,20250527,14.92,11.76,11.71
123185.SZ,能辉转债,20230329,20230331,37.71,,
123185.SZ,能辉转债,20231115,20231116,37.71,37.71,32.8
123185.SZ,能辉转债,20240613,20240620,37.71,32.8,32.5
123185.SZ,能辉转债,20240729,20240730,37.71,32.5,28.0
123185.SZ,能辉转债,20241126,20241127,37.71,28.0,22.66
123185.SZ,能辉转债,20250220,20250225,37.71,22.66,22.45
123185.SZ,能辉转债,20250612,20250619,37.71,22.45,22.15
123186.SZ,志特转债,20230329,20230331,41.08,,
123186.SZ,志特转债,20230629,20230703,41.08,41.08,40.99
123186.SZ,志特转债,20230704,20230711,41.08,40.99,27.22
123186.SZ,志特转债,20240601,20240607,41.08,27.22,27.12
123186.SZ,志特转债,20240930,20241009,41.08,27.12,27.11
123186.SZ,志特转债,20241206,20241209,41.08,27.11,18.0
123186.SZ,志特转债,20250120,20250121,41.08,18.0,12.5
123186.SZ,志特转债,20250516,20250523,41.08,12.5,8.86
123187.SZ,超达转债,20230331,20230404,33.0,,
123187.SZ,超达转债,20230918,20230925,33.0,33.0,32.6
123187.SZ,超达转债,20240614,20240621,33.0,32.6,32.04
123187.SZ,超达转债,20240905,20240909,33.0,32.04,31.81
123187.SZ,超达转债,20250618,20250625,33.0,31.81,31.31
123187.SZ,超达转债,20250807,20250811,33.0,31.31,31.23
123187.SZ,超达转债,20251016,20251024,33.0,31.23,30.98
123187.SZ,超达转债,20260610,20260618,33.0,30.98,21.77
123188.SZ,水羊转债,20230331,20230404,13.71,,
123188.SZ,水羊转债,20230621,20230630,13.71,13.71,13.61
123188.SZ,水羊转债,20240312,20240312,13.71,13.61,13.63
123188.SZ,水羊转债,20240612,20240618,13.71,13.63,13.53
123188.SZ,水羊转债,20240830,20240902,13.71,13.53,13.54
123188.SZ,水羊转债,20260626,20260703,13.71,13.54,13.44
123189.SZ,晓鸣转债,20230403,20230406,19.43,,
123189.SZ,晓鸣转债,20230704,20230705,19.43,19.43,19.46
123189.SZ,晓鸣转债,20241213,20241216,19.43,19.46,19.54
123189.SZ,晓鸣转债,20250519,20250527,19.43,19.54,19.34
123189.SZ,晓鸣转债,20260519,20260526,19.43,19.34,19.09
123190.SZ,道氏转02,20230404,20230407,15.46,,
123190.SZ,道氏转02,20230523,20230530,15.46,15.46,15.41
123190.SZ,道氏转02,20240521,20240528,15.46,15.41,15.21
123190.SZ,道氏转02,20240921,20240927,15.46,15.21,15.03
123190.SZ,道氏转02,20241104,20241105,15.46,15.03,12.93
123191.SZ,智尚转债,20230406,20230410,12.33,,
123191.SZ,智尚转债,20230614,20230621,12.33,12.33,12.17
123191.SZ,智尚转债,20240528,20240529,12.33,12.17,9.52
123191.SZ,智尚转债,20240531,20240607,12.33,9.52,9.35
123192.SZ,科思转债,20230411,20230413,53.03,,
123192.SZ,科思转债,20230526,20230602,53.03,53.03,52.03
123192.SZ,科思转债,20240510,20240517,53.03,52.03,25.27
123192.SZ,科思转债,20240715,20240717,53.03,25.27,25.24
123192.SZ,科思转债,20240827,20240902,53.03,25.24,24.64
123192.SZ,科思转债,20250527,20250604,53.03,24.64,17.39
123192.SZ,科思转债,20260611,20260618,53.03,17.39,17.32
123193.SZ,海能转债,20230411,20230413,33.47,,
123193.SZ,海能转债,20230518,20230525,33.47,33.47,21.77
123193.SZ,海能转债,20230627,20230629,33.47,21.77,21.74
123193.SZ,海能转债,20240521,20240528,33.47,21.74,17.92
123193.SZ,海能转债,20250520,20250521,33.47,17.92,17.84
123193.SZ,海能转债,20250521,20250528,33.47,17.84,14.7
123193.SZ,海能转债,20260518,20260525,33.47,14.7,14.5
123194.SZ,百洋转债,20230412,20230414,27.64,,
123194.SZ,百洋转债,20230518,20230525,27.64,27.64,26.88
123194.SZ,百洋转债,20240521,20240529,27.64,26.88,26.12
123194.SZ,百洋转债,20250519,20250527,27.64,26.12,25.36
123194.SZ,百洋转债,20260522,20260601,27.64,25.36,24.79
123195.SZ,蓝晓转02,20230412,20230417,92.73,,
123195.SZ,蓝晓转02,20230616,20230626,92.73,92.73,61.39
123195.SZ,蓝晓转02,20231027,20231031,92.73,61.39,61.19
123195.SZ,蓝晓转02,20240716,20240724,92.73,61.19,60.62
123195.SZ,蓝晓转02,20241115,20241119,92.73,60.62,60.43
123195.SZ,蓝晓转02,20241219,20241227,92.73,60.43,60.31
123195.SZ,蓝晓转02,20250121,20250123,92.73,60.31,60.28
123195.SZ,蓝晓转02,20250702,20250709,92.73,60.28,59.68
123195.SZ,蓝晓转02,20251016,20251023,92.73,59.68,59.5
123195.SZ,蓝晓转02,20260127,20260130,92.73,59.5,59.38
123195.SZ,蓝晓转02,20260626,20260703,92.73,59.38,59.21
123196.SZ,正元转02,20230414,20230418,32.85,,
123196.SZ,正元转02,20230527,20230605,32.85,32.85,32.8
123196.SZ,正元转02,20231205,20231206,32.85,32.8,21.99
123196.SZ,正元转02,20240527,20240603,32.85,21.99,21.95
123196.SZ,正元转02,20250520,20250528,32.85,21.95,21.93
123196.SZ,正元转02,20260526,20260602,32.85,21.93,21.91
123197.SZ,光力转债,20230429,20230508,21.46,,
123197.SZ,光力转债,20230628,20230630,21.46,21.46,21.43
123197.SZ,光力转债,20231027,20231106,21.46,21.43,21.28
123197.SZ,光力转债,20240508,20240513,21.46,21.28,21.25
123197.SZ,光力转债,20240524,20240603,21.46,21.25,21.2
123197.SZ,光力转债,20250526,20250603,21.46,21.2,21.15
123198.SZ,金埔转债,20230606,20230608,12.21,,
123198.SZ,金埔转债,20240628,20240705,12.21,12.21,12.11
123198.SZ,金埔转债,20240905,20240906,12.21,12.11,7.6
123198.SZ,金埔转债,20250702,20250709,12.21,7.6,7.55
123199.SZ,山河转债,20230608,20230612,18.25,,
123199.SZ,山河转债,20240516,20240517,18.25,18.25,13.85
123199.SZ,山河转债,20240521,20240529,18.25,13.85,13.6
123199.SZ,山河转债,20250613,20250623,18.25,13.6,13.3
123199.SZ,山河转债,20260602,20260610,18.25,13.3,13.0
123200.SZ,海泰转债,20230621,20230627,26.69,,
123200.SZ,海泰转债,20240522,20240529,26.69,26.69,26.43
123200.SZ,海泰转债,20240918,20240920,26.69,26.43,26.36
123200.SZ,海泰转债,20250613,20250620,26.69,26.36,26.06
123200.SZ,海泰转债,20250911,20250915,26.69,26.06,26.0
123201.SZ,纽泰转债,20230621,20230627,29.88,,
123201.SZ,纽泰转债,20240513,20240521,29.88,29.88,21.25
123201.SZ,纽泰转债,20241010,20241015,29.88,21.25,21.19
123201.SZ,纽泰转债,20250516,20250526,29.88,21.19,15.04
123202.SZ,祥源转债,20230629,20230703,19.64,,
123202.SZ,祥源转债,20230920,20230927,19.64,19.64,19.49
123202.SZ,祥源转债,20240419,20240422,19.64,19.49,19.51
123202.SZ,祥源转债,20240617,20240624,19.64,19.51,19.21
123202.SZ,祥源转债,20240815,20240816,19.64,19.21,15.18
123203.SZ,明电转02,20230629,20230703,14.75,,
123203.SZ,明电转02,20240507,20240508,14.75,14.75,12.09
123203.SZ,明电转02,20240524,20240530,14.75,12.09,11.89
123203.SZ,明电转02,20240711,20240712,14.75,11.89,11.91
123203.SZ,明电转02,20250523,20250530,14.75,11.91,11.78
123203.SZ,明电转02,20251022,20251023,14.75,11.78,11.74
123203.SZ,明电转02,20251103,20251104,14.75,11.74,11.76
123204.SZ,金丹转债,20230711,20230713,20.94,,
123204.SZ,金丹转债,20240308,20240311,20.94,20.94,15.08
123204.SZ,金丹转债,20240529,20240604,20.94,15.08,14.98
123204.SZ,金丹转债,20250526,20250603,20.94,14.98,14.93
123205.SZ,大叶转债,20230713,20230717,20.01,,
123205.SZ,大叶转债,20240306,20240307,20.01,20.01,11.19
123206.SZ,开能转债,20230718,20230720,5.67,,
123206.SZ,开能转债,20240117,20240124,5.67,5.67,5.62
123206.SZ,开能转债,20240521,20240528,5.67,5.62,5.52
123206.SZ,开能转债,20240829,20240904,5.67,5.52,5.47
123206.SZ,开能转债,20241217,20241224,5.67,5.47,5.4
123206.SZ,开能转债,20250523,20250530,5.67,5.4,5.36
123207.SZ,冠中转债,20230719,20230721,16.56,,
123207.SZ,冠中转债,20240226,20240227,16.56,16.56,10.5
123207.SZ,冠中转债,20240527,20240531,16.56,10.5,10.44
123208.SZ,孩王转债,20230720,20230724,11.63,,
123208.SZ,孩王转债,20231107,20231108,11.63,11.63,11.64
123208.SZ,孩王转债,20240223,20240226,11.63,11.64,7.18
123208.SZ,孩王转债,20240617,20240619,11.63,7.18,7.17
123208.SZ,孩王转债,20240620,20240627,11.63,7.17,7.12
123208.SZ,孩王转债,20240920,20240927,11.63,7.12,7.1
123209.SZ,聚隆转债,20230724,20230726,18.27,,
123209.SZ,聚隆转债,20240701,20240708,18.27,18.27,18.02
123209.SZ,聚隆转债,20250711,20250718,18.27,18.02,17.77
123209.SZ,聚隆转债,20260626,20260706,18.27,17.77,17.52
123210.SZ,信服转债,20230725,20230727,111.74,,
123210.SZ,信服转债,20231222,20231226,111.74,111.74,111.32
123210.SZ,信服转债,20240116,20240117,111.74,111.32,111.31
123210.SZ,信服转债,20240529,20240605,111.74,111.31,111.26
123210.SZ,信服转债,20241105,20241106,111.74,111.26,111.24
123210.SZ,信服转债,20241223,20241225,111.74,111.24,110.97
123210.SZ,信服转债,20250605,20250613,111.74,110.97,110.91
123210.SZ,信服转债,20251125,20251126,111.74,110.91,110.93
123211.SZ,阳谷转债,20230725,20230727,9.91,,
123211.SZ,阳谷转债,20231102,20231106,9.91,9.91,9.87
123211.SZ,阳谷转债,20240422,20240429,9.91,9.87,9.62
123211.SZ,阳谷转债,20241109,20241113,9.91,9.62,9.58
123211.SZ,阳谷转债,20241115,20241122,9.91,9.58,9.53
123211.SZ,阳谷转债,20250104,20250110,9.91,9.53,9.46
123211.SZ,阳谷转债,20250605,20250612,9.91,9.46,9.39
123211.SZ,阳谷转债,20250904,20250911,9.91,9.39,9.32
123211.SZ,阳谷转债,20251018,20251020,9.91,9.32,9.28
123211.SZ,阳谷转债,20260509,20260518,9.91,9.28,9.2
123212.SZ,立中转债,20230725,20230727,23.57,,
123212.SZ,立中转债,20231114,20231116,23.57,23.57,23.55
123212.SZ,立中转债,20240516,20240520,23.57,23.55,23.42
123212.SZ,立中转债,20240530,20240605,23.57,23.42,23.3
123212.SZ,立中转债,20240704,20240705,23.57,23.3,19.09
123212.SZ,立中转债,20241107,20241112,23.57,19.09,19.08
123212.SZ,立中转债,20250508,20250513,23.57,19.08,19.0
123212.SZ,立中转债,20250614,20250623,23.57,19.0,18.66
123212.SZ,立中转债,20251113,20251114,23.57,18.66,18.65
123213.SZ,天源转债,20230726,20230728,10.3,,
123213.SZ,天源转债,20240628,20240705,10.3,10.3,7.26
123213.SZ,天源转债,20240925,20240925,10.3,7.26,7.24
123213.SZ,天源转债,20250414,20250421,10.3,7.24,7.14
123213.SZ,天源转债,20260703,20260710,10.3,7.14,7.1
123214.SZ,东宝转债,20230727,20230731,6.67,,
123214.SZ,东宝转债,20240524,20240531,6.67,6.67,6.65
123214.SZ,东宝转债,20250610,20250617,6.67,6.65,6.63
123214.SZ,东宝转债,20260519,20260527,6.67,6.63,6.62
123215.SZ,铭利转债,20230801,20230803,37.82,,
123215.SZ,铭利转债,20230906,20230913,37.82,37.82,37.67
123215.SZ,铭利转债,20240603,20240611,37.82,37.67,37.42
123215.SZ,铭利转债,20250103,20250106,37.82,37.42,19.2
123215.SZ,铭利转债,20260709,20260714,37.82,19.2,19.19
123216.SZ,科顺转债,20230802,20230804,10.26,,
123216.SZ,科顺转债,20240627,20240628,10.26,10.26,7.0
123216.SZ,科顺转债,20240926,20240927,10.26,7.0,6.96
123216.SZ,科顺转债,20241009,20241010,10.26,6.96,7.07
123216.SZ,科顺转债,20241011,20241021,10.26,7.07,6.99
123216.SZ,科顺转债,20241101,20241104,10.26,6.99,7.02
123216.SZ,科顺转债,20250526,20250604,10.26,7.02,6.72
123216.SZ,科顺转债,20250917,20250924,10.26,6.72,6.67
123216.SZ,科顺转债,20260519,20260526,10.26,6.67,6.61
123217.SZ,富仕转债,20230804,20230808,41.77,,
123217.SZ,富仕转债,20240426,20240508,41.77,41.77,29.68
123217.SZ,富仕转债,20250425,20250508,41.77,29.68,29.54
123217.SZ,富仕转债,20250828,20250829,41.77,29.54,29.57
123218.SZ,宏昌转债,20230808,20230810,29.62,,
123218.SZ,宏昌转债,20240311,20240312,29.62,29.62,28.0
123218.SZ,宏昌转债,20240613,20240620,29.62,28.0,19.64
123218.SZ,宏昌转债,20250513,20250519,29.62,19.64,19.54
123219.SZ,宇瞳转债,20230809,20230811,15.29,,
123219.SZ,宇瞳转债,20230918,20230919,15.29,15.29,15.32
123219.SZ,宇瞳转债,20240328,20240329,15.29,15.32,12.5
123219.SZ,宇瞳转债,20240704,20240711,15.29,12.5,12.4
123219.SZ,宇瞳转债,20240725,20240726,15.29,12.4,12.45
123220.SZ,易瑞转债,20230816,20230818,12.87,,
123220.SZ,易瑞转债,20240918,20240919,12.87,12.87,8.89
123220.SZ,易瑞转债,20250521,20250528,12.87,8.89,8.87
123220.SZ,易瑞转债,20260526,20260603,12.87,8.87,8.85
123221.SZ,力诺转债,20230821,20230823,14.4,,
123221.SZ,力诺转债,20240528,20240604,14.4,14.4,14.3
123221.SZ,力诺转债,20250522,20250529,14.4,14.3,14.2
123222.SZ,博俊转债,20230906,20230908,24.37,,
123222.SZ,博俊转债,20240425,20240507,24.37,24.37,16.7
123222.SZ,博俊转债,20250424,20250430,24.37,16.7,16.55
123222.SZ,博俊转债,20250521,20250522,24.37,16.55,16.68
123222.SZ,博俊转债,20260514,20260520,24.37,16.68,16.46
123223.SZ,九典转02,20230913,20230915,21.85,,
123223.SZ,九典转02,20240516,20240524,21.85,21.85,15.38
123223.SZ,九典转02,20240605,20240607,21.85,15.38,15.33
123223.SZ,九典转02,20250520,20250526,21.85,15.33,15.02
123223.SZ,九典转02,20250611,20250616,21.85,15.02,14.95
123223.SZ,九典转02,20260521,20260528,21.85,14.95,14.55
123224.SZ,宇邦转债,20230915,20230919,52.9,,
123224.SZ,宇邦转债,20240513,20240514,52.9,52.9,37.21
123224.SZ,宇邦转债,20240520,20240528,52.9,37.21,36.94
123224.SZ,宇邦转债,20250522,20250530,52.9,36.94,36.84
123224.SZ,宇邦转债,20251118,20251121,52.9,36.84,36.82
123224.SZ,宇邦转债,20260515,20260522,52.9,36.82,28.17
123225.SZ,翔丰转债,20230928,20231010,33.63,,
123225.SZ,翔丰转债,20240312,20240313,33.63,33.63,27.8
123225.SZ,翔丰转债,20240517,20240523,33.63,27.8,27.48
123225.SZ,翔丰转债,20241206,20241209,33.63,27.48,27.44
123225.SZ,翔丰转债,20260605,20260611,33.63,27.44,27.34
123226.SZ,中富转债,20231012,20231016,36.44,,
123226.SZ,中富转债,20240517,20240520,36.44,36.44,27.93
123226.SZ,中富转债,20240705,20240712,36.44,27.93,27.82
123227.SZ,雅创转债,20231018,20231020,53.34,,
123227.SZ,雅创转债,20240627,20240628,53.34,53.34,45.22
123227.SZ,雅创转债,20240703,20240711,53.34,45.22,34.81
123228.SZ,震裕转债,20231018,20231020,61.57,,
123228.SZ,震裕转债,20240314,20240314,61.57,61.57,54.58
123228.SZ,震裕转债,20240521,20240528,61.57,54.58,54.54
123229.SZ,艾录转债,20231019,20231023,10.15,,
123229.SZ,艾录转债,20240522,20240530,10.15,10.15,10.1
123229.SZ,艾录转债,20250613,20250620,10.15,10.1,10.05
123229.SZ,艾录转债,20251201,20251205,10.15,10.05,10.01
123229.SZ,艾录转债,20260317,20260319,10.15,10.01,10.0
123229.SZ,艾录转债,20260610,20260618,10.15,10.0,9.95
123230.SZ,金钟转债,20231107,20231109,29.1,,
123230.SZ,金钟转债,20240321,20240325,29.1,29.1,29.03
123230.SZ,金钟转债,20240620,20240627,29.1,29.03,28.88
123230.SZ,金钟转债,20241107,20241108,29.1,28.88,24.5
123230.SZ,金钟转债,20250625,20250703,29.1,24.5,24.35
123230.SZ,金钟转债,20251216,20251219,29.1,24.35,24.31
123231.SZ,信测转债,20231107,20231109,36.89,,
123231.SZ,信测转债,20240521,20240527,36.89,36.89,25.76
123231.SZ,信测转债,20250519,20250519,36.89,25.76,25.77
123231.SZ,信测转债,20250522,20250529,36.89,25.77,18.22
123232.SZ,金现转债,20231123,20231127,9.39,,
123232.SZ,金现转债,20240524,20240531,9.39,9.39,9.37
123232.SZ,金现转债,20250529,20250609,9.39,9.37,9.35
123233.SZ,凯盛转债,20231127,20231129,20.26,,
123233.SZ,凯盛转债,20240418,20240425,20.26,20.26,20.11
123233.SZ,凯盛转债,20241115,20241121,20.26,20.11,20.06
123233.SZ,凯盛转债,20250422,20250430,20.26,20.06,20.01
123233.SZ,凯盛转债,20251110,20251118,20.26,20.01,19.96
123234.SZ,中能转债,20231207,20231211,6.42,,
123234.SZ,中能转债,20240518,20240524,6.42,6.42,6.4
123234.SZ,中能转债,20240930,20241008,6.42,6.4,5.5
123235.SZ,亿田转债,20231219,20231221,38.08,,
123235.SZ,亿田转债,20240516,20240523,38.08,38.08,28.61
123235.SZ,亿田转债,20250526,20250603,38.08,28.61,21.31
123236.SZ,家联转债,20231220,20231222,18.69,,
123236.SZ,家联转债,20240516,20240523,18.69,18.69,18.49
123236.SZ,家联转债,20250516,20250519,18.69,18.49,15.33
123237.SZ,佳禾转债,20240102,20240104,21.75,,
123237.SZ,佳禾转债,20240521,20240529,21.75,21.75,21.6
123237.SZ,佳禾转债,20240715,20240716,21.75,21.6,13.58
123237.SZ,佳禾转债,20250526,20250603,21.75,13.58,13.46
123238.SZ,卡倍转02,20240109,20240111,49.01,,
123238.SZ,卡倍转02,20240327,20240328,49.01,49.01,41.43
123238.SZ,卡倍转02,20240529,20240606,49.01,41.43,29.24
123238.SZ,卡倍转02,20250106,20250108,49.01,29.24,29.25
123239.SZ,锋工转债,20240117,20240119,24.95,,
123239.SZ,锋工转债,20240521,20240528,24.95,24.95,24.75
123239.SZ,锋工转债,20241120,20241127,24.95,24.75,24.39
123239.SZ,锋工转债,20250620,20250627,24.95,24.39,24.19
123240.SZ,楚天转债,20240129,20240131,10.0,,
123240.SZ,楚天转债,20240625,20240626,10.0,10.0,8.15
123240.SZ,楚天转债,20240711,20240718,10.0,8.15,8.05
123240.SZ,楚天转债,20241031,20241101,10.0,8.05,8.0
123241.SZ,欧通转债,20240703,20240705,44.86,,
123241.SZ,欧通转债,20240925,20241008,44.86,44.86,44.56
123241.SZ,欧通转债,20250522,20250528,44.86,44.56,43.98
123241.SZ,欧通转债,20251010,20251017,44.86,43.98,43.55
123241.SZ,欧通转债,20260130,20260203,44.86,43.55,43.35
123241.SZ,欧通转债,20260307,20260309,44.86,43.35,43.43
123241.SZ,欧通转债,20260521,20260528,44.86,43.43,30.8
123242.SZ,赛龙转债,20240704,20240708,36.81,,
123242.SZ,赛龙转债,20250606,20250613,36.81,36.81,36.4
123242.SZ,赛龙转债,20250922,20250929,36.81,36.4,36.2
123243.SZ,严牌转债,20240708,20240710,7.58,,
123243.SZ,严牌转债,20240923,20240925,7.58,7.58,7.57
123243.SZ,严牌转债,20250529,20250606,7.58,7.57,7.27
123243.SZ,严牌转债,20260601,20260608,7.58,7.27,7.22
123244.SZ,松原转债,20240730,20240801,28.7,,
123244.SZ,松原转债,20241121,20241125,28.7,28.7,28.69
123244.SZ,松原转债,20250530,20250606,28.7,28.69,20.35
123244.SZ,松原转债,20250908,20250911,28.7,20.35,20.32
123245.SZ,集智转债,20240812,20240814,23.54,,
123245.SZ,集智转债,20250604,20250612,23.54,23.54,18.11
123245.SZ,集智转债,20260521,20260528,23.54,18.11,18.06
123246.SZ,远信转债,20240814,20240816,23.25,,
123246.SZ,远信转债,20250528,20250605,23.25,23.25,22.95
123247.SZ,万凯转债,20240814,20240816,11.45,,
123247.SZ,万凯转债,20250523,20250530,11.45,11.45,11.3
123247.SZ,万凯转债,20260704,20260710,11.45,11.3,11.15
